Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
SRR1586301rbin.2	99.82	0.72	Neural Network (Specific Model)	11	0.886	29164	298.17792175429855	4046602	0.65	4013	None
SRR1586301rbin.8	65.89	9.12	Gradient Boost (General Model)	11	0.927	3292	243.11106927710844	2083556	0.71	2656	None
SRR1586304rbin.1	78.89	3.37	Gradient Boost (General Model)	11	0.925	9633	275.67195767195767	2526270	0.65	2835	None
SRR1586309rbin.15	73.33	1.87	Gradient Boost (General Model)	11	0.885	3337	229.87772397094432	2564215	0.63	3304	None
SRR1586311rbin.8	76.97	0.97	Gradient Boost (General Model)	11	0.894	5489	268.5009116957541	3454573	0.67	3839	None
SRR1586315rbin.5	95.62	2.25	Gradient Boost (General Model)	11	0.923	43586	320.1042011247105	3137984	0.61	3023	None
SRR1586316rbin.6	83.63	0.28	Neural Network (Specific Model)	11	0.925	15963	297.8218604651163	2072092	0.53	2150	None
SRR1586317rbin.10	88.8	1.54	Neural Network (Specific Model)	11	0.889	19215	288.4177115987461	2479441	0.46	2552	None
SRR1586320rbin.11	100.0	1.12	Neural Network (Specific Model)	11	0.878	174527	378.64710346572224	5112356	0.37	3953	None
SRR1586324rbin.12	47.79	9.22	Gradient Boost (General Model)	11	0.911	3424	234.11006558311948	2694869	0.65	3507	None
SRR1586324rbin.3	79.17	1.73	Gradient Boost (General Model)	11	0.939	7456	274.6397099832683	1570557	0.69	1793	None
SRR1586325rbin.6	97.86	3.2	Neural Network (Specific Model)	11	0.839	53421	284.8289104638619	4717627	0.31	4635	None
SRR2902415rbin.20	88.74	3.07	Neural Network (Specific Model)	11	0.88	19621	291.96622474747477	6294939	0.65	6336	None
SRR3984893rbin.1	60.54	0.79	Neural Network (Specific Model)	11	0.886	8744	286.86475814412637	3930798	0.62	4052	None
SRR3984960rbin.14	92.06	1.35	Gradient Boost (General Model)	11	0.932	16078	312.04298915226997	2492616	0.65	2489	None
SRR3984963rbin.15	97.14	0.0	Gradient Boost (General Model)	11	0.882	16357	299.0804870804871	3418203	0.62	3367	None
SRR3984963rbin.2	95.66	0.21	Gradient Boost (General Model)	11	0.938	44078	336.332840673958	3630067	0.68	3383	None
SRR3985383rbin.4	83.03	1.43	Gradient Boost (General Model)	11	0.917	24303	283.2546702249333	2421035	0.64	2623	None
SRR3985391rbin.2	97.38	0.17	Gradient Boost (General Model)	11	0.922	34572	323.8796965317919	2909822	0.62	2768	None
SRR3985395rbin.22	77.45	10.34	Gradient Boost (General Model)	11	0.912	4413	264.6148830072881	2263807	0.7	2607	None
SRR3985424rbin.1	57.66	8.66	Gradient Boost (General Model)	11	0.876	3574	246.1900778771272	2914730	0.69	3467	None
SRR3985424rbin.12	59.03	1.65	Gradient Boost (General Model)	11	0.891	3463	253.65049504950494	2583825	0.64	3030	None
SRR3985424rbin.2	77.4	3.0	Gradient Boost (General Model)	11	0.887	3622	266.9200524246396	2751792	0.66	3052	None
SRR3985424rbin.9	68.84	5.16	Gradient Boost (General Model)	11	0.903	7091	283.348773006135	3064958	0.64	3260	None
SRR3985526rbin.14	78.66	0.57	Neural Network (Specific Model)	11	0.874	8362	276.43694668502854	4820096	0.63	5083	None
SRR3989121rbin.10	81.94	0.64	Gradient Boost (General Model)	11	0.89	73505	333.7190569744597	2856126	0.67	2545	None
SRR3989121rbin.12	54.69	11.48	Gradient Boost (General Model)	11	0.911	3940	261.1601822642832	2448036	0.69	2853	None
SRR3989121rbin.13	85.48	0.86	Gradient Boost (General Model)	11	0.894	9762	292.1008359456635	1872278	0.59	1914	None
SRR3989121rbin.14	86.21	2.38	Gradient Boost (General Model)	11	0.926	15999	321.05546075085323	2434468	0.66	2344	None
SRR3989121rbin.19	81.3	7.88	Gradient Boost (General Model)	11	0.92	6983	270.9714738510301	1669773	0.69	1893	None
SRR3989121rbin.23	85.07	0.74	Neural Network (Specific Model)	11	0.824	36621	241.01498127340824	1868374	0.49	2136	None
SRR3989121rbin.37	89.96	1.51	Gradient Boost (General Model)	11	0.886	7022	257.72603184920376	2679397	0.64	3077	None
SRR3989121rbin.6	95.47	2.2	Gradient Boost (General Model)	11	0.922	11987	319.72434435575826	3640739	0.67	3508	None
SRR3989239rbin.10	85.56	3.31	Gradient Boost (General Model)	11	0.92	10172	305.3326348873756	1898050	0.64	1909	None
SRR3989239rbin.16	50.77	6.21	Gradient Boost (General Model)	11	0.897	19656	292.1201650335224	1890331	0.61	1939	None
SRR3989239rbin.24	98.78	1.01	Gradient Boost (General Model)	11	0.879	15853	301.4684192557187	3007888	0.63	2929	None
SRR3989239rbin.25	85.0	4.71	Gradient Boost (General Model)	11	0.906	20131	345.10731174972716	3136119	0.38	2749	None
SRR3989239rbin.33	52.41	6.12	Gradient Boost (General Model)	11	0.912	7235	273.4599514563107	739011	0.57	824	None
SRR3989239rbin.35	87.14	3.55	Neural Network (Specific Model)	11	0.907	10527	284.25279709706683	3100642	0.69	3307	None
SRR3989254rbin.19	58.81	6.17	Gradient Boost (General Model)	11	0.913	4585	271.5104460756635	1576324	0.73	1771	None
SRR3989254rbin.28	45.48	9.26	Neural Network (Specific Model)	11	0.874	6063	273.48719676549865	1391715	0.36	1484	None
SRR3989254rbin.30	86.55	1.06	Gradient Boost (General Model)	11	0.903	9000	294.5164150491253	4073630	0.64	4173	None
SRR3989257rbin.28	71.63	6.01	Gradient Boost (General Model)	11	0.913	4061	276.7441300421433	1506825	0.5	1661	None
SRR3989257rbin.41	76.46	5.56	Gradient Boost (General Model)	11	0.876	7225	251.44701662862732	2633232	0.69	3067	None
SRR3989257rbin.49	96.04	5.87	Gradient Boost (General Model)	11	0.901	10848	295.37411047102677	2894956	0.72	2951	None
SRR3989257rbin.5	59.67	2.07	Gradient Boost (General Model)	11	0.879	7116	271.1736703873933	2812162	0.57	3046	None
SRR3989257rbin.6	71.93	1.59	Neural Network (Specific Model)	11	0.857	6079	288.68341518700413	2670329	0.61	2647	None
SRR3989258rbin.2	82.49	0.08	Gradient Boost (General Model)	11	0.925	7590	341.81388012618294	1755210	0.42	1585	None
SRR3989258rbin.21	81.34	0.51	Gradient Boost (General Model)	11	0.895	5981	266.2678260869565	3072312	0.59	3450	None
SRR3989258rbin.34	78.71	2.12	Gradient Boost (General Model)	11	0.917	40432	301.65081276339555	1636789	0.67	1661	None
SRR3989258rbin.9	70.74	1.16	Gradient Boost (General Model)	11	0.899	8409	275.1188946015424	1425921	0.69	1556	None
SRR3989339rbin.110	57.45	8.47	Neural Network (Specific Model)	11	0.826	3066	251.5568140299598	2495470	0.59	2737	None
SRR4027936rbin.4	93.43	3.14	Gradient Boost (General Model)	11	0.928	6953	261.8474178403756	3234810	0.69	3834	None
SRR4027936rbin.9	66.85	3.52	Gradient Boost (General Model)	11	0.877	4102	268.9526967285588	2076819	0.68	2262	None
SRR5450747rbin.2	85.84	5.29	Neural Network (Specific Model)	11	0.904	7426	298.33473726434016	4933100	0.65	4986	None
SRR5450747rbin.4	94.71	2.62	Neural Network (Specific Model)	11	0.873	43054	311.5512351326624	7009553	0.59	6558	None
SRR5450747rbin.5	62.91	7.74	Neural Network (Specific Model)	11	0.894	2501	250.37136307529536	4754094	0.61	5671	None
SRR5450757rbin.4	68.76	4.72	Neural Network (Specific Model)	11	0.886	4703	257.55846422338567	2491250	0.73	2865	None
SRR5664280rbin.24	63.61	5.43	Gradient Boost (General Model)	11	0.902	7171	267.9454412303186	2431208	0.64	2731	None
SRR5664280rbin.3	50.36	0.1	Gradient Boost (General Model)	11	0.919	3256	264.8223495702006	1203702	0.7	1396	None
SRR5664280rbin.5	72.8	29.44	Gradient Boost (General Model)	11	0.898	3612	279.9288321167883	8176446	0.63	8768	None
SRR5664280rbin.9	90.92	1.99	Gradient Boost (General Model)	11	0.877	9576	309.6850017082337	3096624	0.64	2927	None
SRR5665213rbin.19	76.74	1.91	Neural Network (Specific Model)	11	0.888	59700	293.89446721311475	2902600	0.62	2928	None
SRR5665647rbin.11	59.85	3.59	Gradient Boost (General Model)	11	0.941	3642	271.9453262786596	1960507	0.59	2268	None
SRR5665647rbin.14	49.11	4.73	Gradient Boost (General Model)	11	0.812	3334	229.07879607710518	2497148	0.34	2957	None
SRR5665647rbin.21	52.15	1.69	Neural Network (Specific Model)	11	0.87	5324	286.0951918406994	2028765	0.38	2059	None
SRR5665647rbin.7	56.78	3.81	Neural Network (Specific Model)	11	0.893	5016	267.7450657894737	1091429	0.46	1216	None
SRR5665647rbin.9	52.71	6.33	Gradient Boost (General Model)	11	0.905	2965	251.874715261959	1461523	0.72	1756	None
SRR5665648rbin.12	96.11	13.89	Gradient Boost (General Model)	11	0.872	13156	314.1679527171236	6570658	0.4	6091	None
SRR5680860rbin.1	96.94	6.3	Gradient Boost (General Model)	11	0.879	24630	283.6629896443044	4287695	0.67	4442	None
SRR5680860rbin.7	99.61	2.32	Gradient Boost (General Model)	11	0.833	52010	271.0846380757885	4293793	0.43	4407	None
SRR5680860rbin.8	89.88	0.25	Gradient Boost (General Model)	11	0.889	24526	289.8524590163934	3212575	0.67	3294	None
SRR5712671rbin.6	58.16	3.68	Gradient Boost (General Model)	11	0.916	4343	276.27403482210445	2387018	0.69	2642	None
SRR5916035rbin.5	85.7	4.81	Gradient Boost (General Model)	11	0.882	4309	261.6084045255137	3850438	0.66	4331	None
SRR6193119rbin.29	94.01	14.69	Neural Network (Specific Model)	11	0.884	21554	323.26398459667615	10801342	0.63	9868	None
SRR6195952rbin.1	86.84	1.03	Gradient Boost (General Model)	11	0.871	4090	272.9203957724309	4174337	0.61	4447	None
SRR6201865rbin.3	81.24	5.8	Neural Network (Specific Model)	11	0.865	4906	262.75	5933949	0.62	6520	None
SRR6202521rbin.9	92.39	0.55	Gradient Boost (General Model)	11	0.852	67576	310.291229459513	5505162	0.57	5051	None
SRR6266704rbin.17	81.48	7.06	Neural Network (Specific Model)	11	0.842	4288	243.85361590561504	7935506	0.62	9154	None
SRR6683737rbin.1	57.44	12.57	Gradient Boost (General Model)	11	0.878	3840	250.15557804199344	3369668	0.68	3953	None
SRR6683737rbin.14	91.46	5.99	Gradient Boost (General Model)	11	0.918	8652	289.08347588094426	2753222	0.66	2923	None
SRR7011951rbin.9	79.25	4.94	Neural Network (Specific Model)	11	0.884	7336	271.03195560658247	4797538	0.63	5226	None
SRR7015887rbin.2	53.69	7.53	Gradient Boost (General Model)	11	0.927	2948	251.7879644588045	2012901	0.63	2476	None
SRR7026259rbin.1	74.31	5.22	Neural Network (Specific Model)	11	0.845	3941	244.81152882205515	6917870	0.61	7980	None
SRR7102015rbin.17	61.35	3.63	Neural Network (Specific Model)	11	0.876	6224	267.81054365733115	3892749	0.64	4249	None
SRR7102015rbin.20	56.04	1.94	Gradient Boost (General Model)	11	0.948	3321	247.76225377920292	1703830	0.69	2183	None
SRR7102016rbin.14	72.07	8.92	Neural Network (Specific Model)	11	0.901	6204	291.48601464238783	5159387	0.62	5327	None
SRR7468842rbin.4	92.43	0.91	Gradient Boost (General Model)	11	0.877	8519	284.5821936175918	3623233	0.61	3729	None
SRR7741809rbin.26	100.0	0.12	Neural Network (Specific Model)	11	0.879	237676	321.5318501920615	6844089	0.59	6248	None
SRR7968382rbin.1	55.25	2.15	Neural Network (Specific Model)	11	0.84	3884	242.23343639575972	3908989	0.62	4528	None
SRR8090375rbin.12	53.19	6.91	Gradient Boost (General Model)	11	0.831	2962	235.58858123009065	3458469	0.59	4081	None
SRR8090375rbin.6	96.22	0.1	Gradient Boost (General Model)	11	0.907	19725	288.9829183555298	3290175	0.71	3454	None
SRR8205300rbin.2	92.77	5.76	Gradient Boost (General Model)	11	0.927	8790	291.57866494956	4387621	0.7	4659	None
SRR8554643rbin.120	77.05	1.56	Gradient Boost (General Model)	11	0.854	4732	231.42264443582783	2090934	0.45	2579	None
SRR8676592rbin.10	94.17	1.28	Neural Network (Specific Model)	11	0.899	10711	291.89889025893956	2363917	0.6	2433	None
SRR8863102rbin.1	74.61	6.45	Gradient Boost (General Model)	11	0.862	7453	256.39421502637805	4893340	0.6	5497	None
SRR8863102rbin.3	82.96	8.49	Neural Network (Specific Model)	11	0.871	7288	271.2907605430734	7766145	0.63	8323	None
SRR8881006rbin.67	65.42	2.35	Neural Network (Specific Model)	11	0.899	6189	271.0234091658424	2739573	0.65	3033	None
SRR9009773bin.334	67.06	4.49	Gradient Boost (General Model)	11	0.943	15836	301.00689871433053	3045307	0.68	3189	None
SRR9650533rbin.8	88.69	3.31	Neural Network (Specific Model)	11	0.894	8976	286.924543132246	4892991	0.69	5089	None
SRR9691026rbin.5	95.15	1.8	Neural Network (Specific Model)	11	0.914	64243	290.96875	2532464	0.66	2656	None
SRR9691041rbin.3	96.25	2.15	Neural Network (Specific Model)	11	0.897	22237	309.641874824586	3685708	0.68	3563	None
158_merged	45.86	0.81	Gradient Boost (General Model)	11	0.922	6192	268.99913344887347	1007174	0.66	1154	None
15p_S15_bin.32	31.3	3.78	Neural Network (Specific Model)	11	0.927	3047	276.3466767371601	1181799	0.66	1324	None
161_merged	89.93	1.22	Neural Network (Specific Model)	11	0.878	20800	289.250245017968	3019501	0.6	3061	None
165_merged	64.67	0.26	Gradient Boost (General Model)	11	0.88	4988	250.42047930283223	391428	0.35	459	None
170_merged	47.62	0.33	Gradient Boost (General Model)	11	0.929	6995	259.64921465968587	1116073	0.68	1337	None
20_S46_bin.3	100.0	1.46	Neural Network (Specific Model)	11	0.892	29994	294.99633878447645	4056085	0.57	4097	None
23_S49_bin.11	94.65	1.49	Gradient Boost (General Model)	11	0.888	12519	286.1295994789971	2961616	0.54	3071	None
5_S31_bin.13	36.11	0.66	Neural Network (Specific Model)	11	0.898	4825	275.7800198478333	2779821	0.65	3023	None
5_S31_bin.4	34.87	0.7	Neural Network (Specific Model)	11	0.879	4638	267.8738789237668	1628370	0.67	1784	None
8_S34_bin.12	59.03	0.63	Gradient Boost (General Model)	11	0.904	3764	264.81655762455966	3488933	0.65	3974	None
8p_S8_bin.5	26.9	1.08	Neural Network (Specific Model)	11	0.931	5147	268.3541364296081	593570	0.66	689	None
8p_S8_bin.7	47.88	2.16	Gradient Boost (General Model)	11	0.922	6141	272.23864455659697	1223441	0.66	1387	None
GCA_003131315.1_20120500_P39_genomic	99.69	2.55	Gradient Boost (General Model)	11	0.859	58488	320.6468726731199	6004649	0.58	5372	None
GCA_003131745.1_20120500_P36_genomic	90.17	4.17	Gradient Boost (General Model)	11	0.921	128011	299.8808940600122	3178950	0.65	3266	None
GCA_003132185.1_20120500_P28_genomic	85.19	4.7	Gradient Boost (General Model)	11	0.9	19253	293.9271070615034	1716209	0.57	1756	None
GCA_003133265.1_20120500_P28_genomic	88.99	4.39	Gradient Boost (General Model)	11	0.891	11686	279.07184592079636	4332218	0.66	4621	None
GCA_003133425.1_20120500_P26_genomic	88.63	8.83	Gradient Boost (General Model)	11	0.849	22466	317.8259438863873	6466358	0.58	5774	None
GCA_003133645.1_20120500_P19_genomic	89.38	2.22	Gradient Boost (General Model)	11	0.896	25862	321.4662398137369	3690370	0.69	3436	None
GCA_003134935.1_20111000_P3D_genomic	91.54	5.3	Gradient Boost (General Model)	11	0.882	35868	286.2353601076958	4323382	0.66	4457	None
GCA_003135675.1_20111000_P3D_genomic	73.72	3.42	Gradient Boost (General Model)	11	0.883	7777	270.822371967655	3402242	0.56	3710	None
GCA_003136395.1_20111000_P1D_genomic	92.32	2.57	Gradient Boost (General Model)	11	0.889	20942	291.57896841263494	4912570	0.68	5002	None
GCA_003141245.1_20120800_E3X_genomic	92.32	1.53	Gradient Boost (General Model)	11	0.884	86322	321.989274989275	2542101	0.68	2331	None
GCA_003141495.1_20120800_E3S_genomic	89.93	1.19	Gradient Boost (General Model)	11	0.885	44888	326.4535175879397	3514086	0.38	3184	None
GCA_003141575.1_20120800_E2X_genomic	81.01	7.16	Gradient Boost (General Model)	11	0.88	30171	324.62423500611993	5416427	0.38	4902	None
GCA_003152315.1_20120700_P3D_genomic	95.83	3.29	Gradient Boost (General Model)	11	0.892	143513	324.9242086491306	4887466	0.58	4486	None
GCA_003152365.1_20120700_P3D_genomic	94.36	8.77	Gradient Boost (General Model)	11	0.842	22616	284.25333333333333	5754238	0.58	5700	None
GCA_003153335.1_20120700_P3D_genomic	68.7	2.89	Gradient Boost (General Model)	11	0.872	10578	264.6777798472714	4871117	0.62	5369	None
GCA_003153855.1_20120700_E3M_genomic	77.76	1.85	Gradient Boost (General Model)	11	0.886	25790	283.284375	3672290	0.68	3840	None
GCA_003157015.1_20120600_E3D_genomic	95.65	5.04	Gradient Boost (General Model)	11	0.874	36423	335.5738284703802	5205832	0.38	4524	None
GCA_003157075.1_20120600_E3D_genomic	89.0	4.25	Gradient Boost (General Model)	11	0.894	18621	327.0229113631104	4728442	0.39	4321	None
GCA_003158855.1_20120600_E1D_genomic	96.48	2.49	Gradient Boost (General Model)	11	0.883	108155	300.9316816816817	2716189	0.63	2664	None
GCA_003168995.1_20110600_S2D_genomic	72.22	5.55	Neural Network (Specific Model)	11	0.899	6200	280.70045362114814	5969823	0.63	6393	None
GCA_003169785.1_20110800_P1D_genomic	94.72	1.99	Gradient Boost (General Model)	11	0.919	238178	300.72036926742106	3284796	0.64	3358	None
GCA_003170395.1_20110800_P1D_genomic	96.67	0.3	Gradient Boost (General Model)	11	0.907	148208	329.433046202036	4167781	0.59	3831	None
GCA_003170915.1_20110800_E2D_genomic	82.43	1.92	Neural Network (Specific Model)	11	0.901	33427	316.97340536048205	5061459	0.63	4813	None
GCA_003171125.1_20110800_E3D_genomic	92.43	6.06	Gradient Boost (General Model)	11	0.871	21343	330.41710825132475	8996088	0.61	7926	None
GCA_003171295.1_20110800_E2D_genomic	80.14	5.92	Gradient Boost (General Model)	11	0.834	9913	281.5458532695375	7594287	0.59	7524	None
GCA_003191745.1_ASM319174v1_genomic	46.29	37.71	Gradient Boost (General Model)	11	0.912	34265	219.7101047219277	49508188	0.52	68849	Low confidence prediction - substantial (53%) disagreement between completeness prediction models
SRR10260007bin.6	77.5	4.96	Neural Network (Specific Model)	11	0.894	8122	278.7060984570169	3812357	0.67	4083	None
SRR10360644bin.23	51.76	2.53	Neural Network (Specific Model)	11	0.873	4976	256.1277029783762	4306100	0.62	4902	None
SRR10360651bin.13	59.96	10.55	Gradient Boost (General Model)	11	0.884	9078	274.59372325249643	3259977	0.67	3505	None
SRR10489817bin.7	91.51	1.45	Gradient Boost (General Model)	11	0.91	25912	306.9520031733439	2545788	0.7	2521	None
SRR10489821bin.20	69.74	2.31	Gradient Boost (General Model)	11	0.888	7204	271.0542414355628	2240907	0.56	2452	None
SRR10489821bin.4	52.8	0.58	Gradient Boost (General Model)	11	0.949	4269	249.0105633802817	1336668	0.69	1704	None
SRR10489821bin.6	80.9	4.59	Gradient Boost (General Model)	11	0.912	7130	277.8371904181892	2245382	0.69	2463	None
SRR10489822bin.4	74.63	3.04	Gradient Boost (General Model)	11	0.932	4048	279.77232142857144	2212606	0.62	2464	None
SRR10489831bin.10	94.29	2.34	Gradient Boost (General Model)	11	0.955	13087	332.34879773691654	3684274	0.68	3535	None
SRR10489833bin.21	98.82	3.95	Gradient Boost (General Model)	11	0.895	14358	319.5204638472033	4704604	0.71	4398	None
SRR10489833bin.7	83.51	0.89	Neural Network (Specific Model)	11	0.748	6946	246.38175230566534	2992442	0.42	3036	None
SRR10489834bin.34	81.09	1.6	Gradient Boost (General Model)	11	0.883	5758	256.34492753623186	599883	0.42	690	None
SRR11678563bin.10	73.74	6.4	Neural Network (Specific Model)	11	0.881	7734	267.5217885562713	4799268	0.63	5278	None
SRR11678610bin.13	82.27	2.99	Neural Network (Specific Model)	11	0.893	7268	304.8943089430894	4152326	0.64	4059	None
SRR11833234bin.10	66.74	3.08	Gradient Boost (General Model)	11	0.938	8993	284.77499226245743	2934499	0.74	3231	None
SRR11834729bin.39	72.68	2.98	Neural Network (Specific Model)	11	0.869	11960	287.3948110547095	3513063	0.62	3546	None
SRR11836029bin.13	87.86	3.92	Neural Network (Specific Model)	11	0.872	20029	286.89055170873354	4412830	0.64	4477	None
SRR11836447bin.1	89.67	4.0	Gradient Boost (General Model)	11	0.948	18324	294.5815395840934	2546341	0.68	2741	None
SRR12756227bin.2	84.28	1.32	Gradient Boost (General Model)	11	0.905	7362	285.21326276463265	3030738	0.71	3212	None
SRR12756247bin.1	69.16	1.23	Neural Network (Specific Model)	11	0.915	3625	250.38027108433735	3266128	0.68	3984	None
SRR1586253rbin.4	99.99	0.39	Neural Network (Specific Model)	11	0.863	63681	306.33190626408293	4719734	0.41	4438	None
SRR1586266rbin.16	57.97	4.19	Gradient Boost (General Model)	11	0.908	3073	253.01446733888645	1902761	0.64	2281	None
SRR1586266rbin.2	56.07	4.56	Gradient Boost (General Model)	11	0.91	6373	252.16876122082584	2307163	0.67	2785	None
SRR1586269rbin.20	84.68	3.64	Neural Network (Specific Model)	11	0.895	32173	301.9905079527963	3939269	0.65	3898	None
SRR1586270rbin.18	98.83	2.87	Gradient Boost (General Model)	11	0.9	16062	301.6550875273523	3670021	0.36	3656	None
SRR1586279rbin.30	57.82	8.54	Gradient Boost (General Model)	11	0.885	22771	256.5693055158617	3029738	0.67	3499	None
SRR1586282rbin.10	99.97	6.05	Neural Network (Specific Model)	11	0.843	37237	281.0872210953347	3936558	0.43	3944	None
SRR1586292rbin.6	66.64	2.85	Gradient Boost (General Model)	11	0.918	3076	261.1821907600596	2286135	0.7	2684	None
SRR1586296rbin.3	71.33	2.88	Gradient Boost (General Model)	11	0.915	2895	256.1622853137049	2390718	0.7	2853	None
SRR1586309rbin.1	74.55	3.71	Gradient Boost (General Model)	11	0.916	4838	264.36958146487297	2311266	0.7	2676	None
SRR1586309rbin.14	74.9	5.42	Gradient Boost (General Model)	11	0.909	6285	253.17811778290994	2882700	0.65	3464	None
SRR1586313rbin.4	88.68	5.25	Gradient Boost (General Model)	11	0.899	10103	280.99645390070924	2901256	0.67	3102	None
SRR1586320rbin.5	65.05	4.82	Neural Network (Specific Model)	11	0.905	7377	278.61538461538464	1713116	0.57	1859	None
SRR1586321rbin.10	100.0	0.62	Neural Network (Specific Model)	11	0.91	110347	315.2500493388593	5256377	0.66	5067	None
SRR351473rebin.39	80.21	4.62	Neural Network (Specific Model)	11	0.876	7239	274.0243449173016	5040801	0.64	5381	None
SRR3747750rbin.3	100.0	0.07	Neural Network (Specific Model)	11	0.905	277611	342.9764075067024	6351119	0.63	5595	None
SRR3984960rbin.6	64.29	3.6	Gradient Boost (General Model)	11	0.899	3873	251.01986475063399	1975326	0.64	2366	None
SRR3984962rbin.21	82.5	3.28	Gradient Boost (General Model)	11	0.93	10596	306.29634464751956	3017540	0.62	3064	None
SRR3985188rbin.3	54.8	5.8	Neural Network (Specific Model)	11	0.847	3134	250.0978990686593	4077624	0.69	4617	None
SRR3985190rbin.18	77.09	3.83	Neural Network (Specific Model)	11	0.831	17491	241.30532786885246	1696573	0.52	1952	None
SRR3985190rbin.21	55.86	6.95	Gradient Boost (General Model)	11	0.922	3214	258.3212735166425	1158414	0.59	1382	None
SRR3985390rbin.10	83.91	1.94	Gradient Boost (General Model)	11	0.822	13888	274.982370433305	4713369	0.58	4708	None
SRR3985395rbin.2	94.27	0.96	Gradient Boost (General Model)	11	0.943	36722	326.117991938439	2824920	0.68	2729	None
SRR3985395rbin.9	77.44	11.62	Gradient Boost (General Model)	11	0.868	4672	259.6559844984349	6010949	0.63	6709	None
SRR3985396rbin.13	99.64	2.22	Gradient Boost (General Model)	11	0.899	45684	342.6154913936702	4114411	0.39	3602	None
SRR3985420rbin.1	75.72	3.01	Gradient Boost (General Model)	11	0.91	11766	288.4460500963391	1970081	0.7	2076	None
SRR3985424rbin.5	100.0	1.84	Gradient Boost (General Model)	11	0.924	15532	329.95142428785607	3564437	0.66	3335	None
SRR3989121rbin.21	97.14	1.93	Gradient Boost (General Model)	11	0.883	21850	298.7159459459459	3745997	0.52	3700	None
SRR3989121rbin.24	69.02	3.07	Gradient Boost (General Model)	11	0.919	5957	299.3087056128293	1702411	0.59	1746	None
SRR3989254rbin.12	59.94	7.32	Gradient Boost (General Model)	11	0.9	6190	267.33929733246583	2733231	0.68	3074	None
SRR3989254rbin.26	81.46	5.04	Gradient Boost (General Model)	11	0.889	6325	262.7577777777778	1592529	0.66	1800	None
SRR3989254rbin.27	47.16	9.51	Gradient Boost (General Model)	11	0.858	1773	202.72615837215002	2882884	0.66	4079	None
SRR3989254rbin.37	90.33	0.34	Neural Network (Specific Model)	11	0.935	72871	393.3284615384615	3275241	0.46	2600	None
SRR3989254rbin.42	63.57	3.65	Gradient Boost (General Model)	11	0.891	4308	261.73105745212325	2110998	0.52	2402	None
SRR3989254rbin.6	60.21	4.79	Gradient Boost (General Model)	11	0.921	4051	290.79375368296996	1604903	0.41	1697	None
SRR3989257rbin.3	86.4	7.24	Gradient Boost (General Model)	11	0.915	14650	288.8803879310345	1755615	0.67	1856	None
SRR3989257rbin.48	99.06	3.62	Gradient Boost (General Model)	11	0.854	97283	302.86489867400553	4244177	0.34	3997	None
SRR3989258rbin.1	69.94	1.58	Gradient Boost (General Model)	11	0.926	8737	298.5693191140279	1176650	0.7	1219	None
SRR3989258rbin.18	82.29	1.82	Gradient Boost (General Model)	11	0.926	18877	291.6256227758007	1325549	0.69	1405	None
SRR4027936rbin.3	58.11	0.8	Gradient Boost (General Model)	11	0.943	3720	262.7411652340019	873156	0.69	1047	None
SRR5133179rbin.1	97.74	2.67	Neural Network (Specific Model)	11	0.907	50715	340.664	5345827	0.66	4750	None
SRR5195106rbin.10	99.99	1.52	Neural Network (Specific Model)	11	0.887	28893	324.5581395348837	5706425	0.59	5203	None
SRR5450747rbin.3	57.11	4.26	Gradient Boost (General Model)	11	0.955	2724	267.7547524055386	3573609	0.68	4261	None
SRR5450757rbin.10	58.3	3.74	Gradient Boost (General Model)	11	0.851	5018	261.6490670901151	2318930	0.59	2519	None
SRR5450757rbin.11	83.81	3.31	Gradient Boost (General Model)	11	0.904	4460	286.2538237436271	2605454	0.38	2746	None
SRR5579863rbin.13	89.41	4.37	Neural Network (Specific Model)	11	0.86	30648	288.67774282343686	5113184	0.62	5086	None
SRR5664279rbin.10	62.75	9.14	Gradient Boost (General Model)	11	0.84	4572	245.5830495648884	4622960	0.67	5286	None
SRR5664280rbin.13	80.5	5.58	Gradient Boost (General Model)	11	0.912	13628	285.5722082283795	2231173	0.64	2382	None
SRR5664280rbin.6	84.72	0.58	Gradient Boost (General Model)	11	0.886	8231	315.4181062060141	3333306	0.58	3126	None
SRR5665213rbin.38	75.97	4.54	Gradient Boost (General Model)	11	0.908	8374	265.0564805746001	2673786	0.65	3063	None
SRR5665648rbin.4	51.98	12.39	Gradient Boost (General Model)	11	0.89	1772	209.4027843322322	2983398	0.67	4238	None
SRR6152564rbin.27	99.99	9.4	Neural Network (Specific Model)	11	0.904	56324	356.33826691967107	9321988	0.64	7905	None
SRR6266478rbin.13	67.42	10.26	Neural Network (Specific Model)	11	0.867	10542	278.6435932669186	5602708	0.63	5822	None
SRR6266550rbin.15	74.68	0.75	Gradient Boost (General Model)	11	0.912	9785	295.3885135135135	2869425	0.69	2960	None
SRR6958552rbin.43	71.25	6.84	Gradient Boost (General Model)	11	0.877	4370	254.41739577972209	5065029	0.63	5829	None
SRR7026262rbin.4	82.08	1.86	Neural Network (Specific Model)	11	0.851	10199	270.838066551922	6640907	0.62	6972	None
SRR7102016rbin.9	83.95	1.77	Gradient Boost (General Model)	11	0.922	8429	271.6170212765957	1782725	0.7	2021	None
