user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
15p_S15_bin.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp002381615	GCA_002381615.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp002381615	98.37	0.94	GCA_002381615.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp002381615	98.37	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000688115.1, s__Polaromonas sp000688115, 95.0, 87.73, 0.86; GCA_001770785.1, s__Polaromonas sp001770785, 95.0, 84.81, 0.69; GCA_002413395.1, s__Polaromonas sp002413395, 95.0, 84.4, 0.75; GCF_001598235.1, s__Polaromonas jejuensis, 95.0, 83.38, 0.72; GCF_000013865.1, s__Polaromonas sp000013865, 95.0, 82.11, 0.75; GCA_012927455.1, s__Polaromonas sp012927455, 95.0, 82.04, 0.73; GCA_018780625.1, s__Polaromonas sp018780625, 95.0, 81.96, 0.67; GCF_900112285.1, s__Polaromonas sp900112285, 95.0, 81.33, 0.7; GCA_012927485.1, s__Polaromonas sp012927485, 95.0, 81.21, 0.68; GCF_900103405.1, s__Polaromonas sp900103405, 95.0, 81.2, 0.68; GCF_000282655.1, s__Polaromonas sp000282655, 95.0, 81.19, 0.68; GCF_000015505.1, s__Polaromonas naphthalenivorans, 95.0, 81.1, 0.68; GCF_003711205.1, s__Polaromonas sp003711205, 95.0, 81.09, 0.68; GCA_016000195.1, s__Polaromonas sp016000195, 95.0, 81.07, 0.61; GCF_900116715.1, s__Polaromonas sp900116715, 95.0, 80.79, 0.69; GCA_010365105.1, s__Polaromonas sp010365105, 95.0, 80.48, 0.6; GCF_000709345.1, s__Polaromonas glacialis, 95.0, 80.36, 0.66; GCF_002379085.1, s__Polaromonas sp002379085, 95.0, 80.25, 0.64; GCF_002379095.1, s__Polaromonas sp002379095, 95.0, 80.17, 0.61; GCA_012927415.1, s__Polaromonas sp012927415, 95.0, 80.16, 0.63; GCF_015752205.1, s__Polaromonas sp015752205, 95.0, 80.08, 0.58; GCA_000751355.1, s__Polaromonas sp000751355, 95.0, 79.95, 0.63; GCA_002278925.1, s__Polaromonas sp002278925, 95.0, 79.81, 0.64; GCF_002001015.1, s__Polaromonas sp002001015, 95.0, 79.5, 0.56; GCA_016185115.1, s__Polaromonas sp016185115, 95.0, 79.31, 0.47; GCA_013817205.1, s__Polaromonas sp013817205, 95.0, 79.3, 0.5; GCA_013824015.1, s__Polaromonas sp013824015, 95.0, 79.29, 0.55; GCF_014641715.1, s__Polaromonas eurypsychrophila, 95.0, 79.22, 0.56; GCA_002256925.1, s__Polaromonas sp002256925, 95.0, 79.21, 0.38; GCA_903926695.1, s__Polaromonas sp903926695, 95.0, 79.14, 0.34; GCA_014376885.1, s__Polaromonas sp014376885, 95.0, 79.08, 0.4; GCA_004293655.1, s__Polaromonas sp004293655, 95.0, 78.48, 0.33; GCA_903941205.1, s__Polaromonas sp903941205, 95.0, 78.45, 0.35; GCA_903844825.1, s__Polaromonas sp903844825, 95.0, 77.69, 0.32; GCA_013205645.1, s__Polaromonas sp013205645, 95.0, 77.68, 0.21; GCF_012584515.1, s__Polaromonas vacuolata, 95.0, 77.12, 0.2; GCA_016868205.1, s__Polaromonas sp016868205, 95.0, 76.82, 0.18	49.29	11	N/A	N/A
15p_S15_bin.20	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__	N/A	N/A	N/A	N/A	N/A	GCA_003157445.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__UBA4719 sp003157445	82.0	0.6	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002404345.1, s__UBA4719 sp002404345, 95.0, 82.91, 0.69; GCA_014377705.1, s__UBA4719 sp014377705, 95.0, 81.86, 0.66; GCA_003132125.1, s__UBA4719 sp003132125, 95.0, 81.1, 0.55; GCA_012927555.1, s__UBA4719 sp012927555, 95.0, 80.35, 0.61	25.08	11	0.9693434887911446	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
15p_S15_bin.21	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.3%)
15p_S15_bin.22	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.4%)
15p_S15_bin.23	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__	N/A	N/A	N/A	N/A	N/A	GCA_003157445.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__UBA4719 sp003157445	82.0	0.59	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002404345.1, s__UBA4719 sp002404345, 95.0, 83.61, 0.68; GCA_014377705.1, s__UBA4719 sp014377705, 95.0, 82.16, 0.69; GCA_003132125.1, s__UBA4719 sp003132125, 95.0, 80.87, 0.53; GCA_012927555.1, s__UBA4719 sp012927555, 95.0, 80.73, 0.6	36.2	11	0.970122577863933	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
15p_S15_bin.24	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Actinopolymorphaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Actinopolymorphaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	27.34	11	0.7257218889916061	N/A
15p_S15_bin.25	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Actinopolymorphaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Actinopolymorphaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	19.52	11	0.7277809632122243	N/A
15p_S15_bin.26	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.6%)
15p_S15_bin.27	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014212315.1, s__Nocardioides luti, 95.0, 81.27, 0.57; GCF_014138045.1, s__Nocardioides ginsengisegetis, 95.0, 80.79, 0.6; GCF_002117935.1, s__Nocardioides sp002117935, 95.0, 80.75, 0.55; GCF_013466985.1, s__Nocardioides ungokensis, 95.0, 80.4, 0.55; GCF_900103935.1, s__Nocardioides szechwanensis, 95.0, 80.23, 0.55; GCF_015024225.1, s__Nocardioides sp015024225, 95.0, 80.19, 0.51; GCF_013409645.1, s__Nocardioides panaciterrulae, 95.0, 80.19, 0.55; GCF_004522095.1, s__Nocardioides sp004522095, 95.0, 80.18, 0.53; GCF_013778305.1, s__Nocardioides sp013778305, 95.0, 80.07, 0.5; GCF_000620645.1, s__Nocardioides sp000620645, 95.0, 80.03, 0.57; GCF_900113685.1, s__Nocardioides psychrotolerans, 95.0, 80.01, 0.56; GCF_000620705.1, s__Nocardioides sp000620705, 95.0, 79.94, 0.52; GCF_001425175.1, s__Nocardioides sp001425175, 95.0, 79.89, 0.55; GCF_000015265.1, s__Nocardioides sp000015265, 95.0, 79.86, 0.55; GCF_011250565.1, s__Nocardioides sp011250565, 95.0, 79.85, 0.52; GCF_008087085.1, s__Nocardioides rubriscoriae, 95.0, 79.84, 0.48; GCF_014127485.1, s__Nocardioides sp014127485, 95.0, 79.84, 0.52; GCF_011420305.2, s__Nocardioides sp011420305, 95.0, 79.79, 0.46; GCF_016924665.1, s__Nocardioides sp016924665, 95.0, 79.77, 0.49; GCF_013177455.1, s__Nocardioides sp013177455, 95.0, 79.74, 0.49; GCA_009702305.1, s__Nocardioides sp009702305, 95.0, 79.72, 0.37; GCF_001429625.1, s__Nocardioides sp001429625, 95.0, 79.71, 0.47; GCF_014191495.1, s__Nocardioides soli, 95.0, 79.65, 0.53; GCF_015070375.1, s__Nocardioides kribbensis, 95.0, 79.62, 0.48; GCF_014266025.1, s__Nocardioides deserti, 95.0, 79.61, 0.51; GCF_900101465.1, s__Nocardioides lianchengensis, 95.0, 79.59, 0.53; GCF_006346395.1, s__Nocardioides plantarum, 95.0, 79.56, 0.46; GCF_013408145.1, s__Nocardioides marinus, 95.0, 79.55, 0.48; GCF_009557055.1, s__Nocardioides sp009557055, 95.0, 79.54, 0.47; GCF_012272695.1, s__Nocardioides sp012272695, 95.0, 79.53, 0.36; GCF_001653335.1, s__Nocardioides dokdonensis, 95.0, 79.52, 0.46; GCA_013815725.1, s__Nocardioides sp013815725, 95.0, 79.5, 0.35; GCF_003660455.1, s__Nocardioides ferulae, 95.0, 79.48, 0.53; GCF_004519545.1, s__Nocardioides guangzhouensis, 95.0, 79.47, 0.47; GCF_013155375.1, s__Nocardioides sp013155375, 95.0, 79.43, 0.44; GCF_004564375.1, s__Nocardioides euryhalodurans, 95.0, 79.43, 0.43; GCF_003047265.1, s__Nocardioides terrigena, 95.0, 79.42, 0.51; GCF_003047285.1, s__Nocardioides allogilvus, 95.0, 79.42, 0.45; GCF_000422805.1, s__Nocardioides halotolerans, 95.0, 79.4, 0.53; GCF_003710085.1, s__Nocardioides sp003710085, 95.0, 79.36, 0.47; GCF_013466785.1, s__Nocardioides marinisabuli, 95.0, 79.35, 0.5; GCF_008761635.1, s__Nocardioides cynanchi, 95.0, 79.35, 0.46; GCF_005954645.2, s__Nocardioides dongxiaopingii, 95.0, 79.33, 0.47; GCA_902805925.1, s__Nocardioides sp902805925, 95.0, 79.31, 0.42; GCA_002698575.1, s__Nocardioides sp002698575, 95.0, 79.3, 0.39; GCF_016907435.1, s__Nocardioides salarius, 95.0, 79.29, 0.49; GCF_011046535.1, s__Nocardioides anomalus, 95.0, 79.26, 0.55; GCF_902506435.1, s__Nocardioides sp902506435, 95.0, 79.25, 0.42; GCF_013155365.1, s__Nocardioides sp013155365, 95.0, 79.23, 0.49; GCA_001627335.1, s__Nocardioides sp001627335, 95.0, 79.21, 0.41; GCF_018459925.1, s__Nocardioides aquaticus, 95.0, 79.21, 0.43; GCF_014842875.1, s__Nocardioides sp014842875, 95.0, 79.17, 0.42; GCF_003057875.1, s__Nocardioides currus, 95.0, 79.15, 0.5; GCF_004522105.1, s__Nocardioides sp004522105, 95.0, 79.15, 0.49; GCA_009701885.1, s__Nocardioides sp009701885, 95.0, 79.14, 0.45; GCF_003047295.1, s__Nocardioides sediminis, 95.0, 79.11, 0.46; GCF_015352455.1, s__Nocardioides islandensis, 95.0, 79.08, 0.5; GCF_006346315.1, s__Nocardioides litoris, 95.0, 79.07, 0.45; GCF_002865585.1, s__Nocardioides houyundeii, 95.0, 79.05, 0.38; GCF_003121585.1, s__Nocardioides speluncae, 95.0, 79.04, 0.42; GCF_014180685.1, s__Nocardioides pelophilus, 95.0, 79.03, 0.41; GCF_001552535.1, s__Nocardioides jensenii, 95.0, 78.99, 0.43; GCF_014180715.1, s__Nocardioides stalactiti, 95.0, 78.97, 0.38; GCF_013624435.2, s__Nocardioides sp013624415, 95.0, 78.96, 0.39; GCF_013409425.1, s__Nocardioides perillae, 95.0, 78.95, 0.42; GCA_001429555.1, s__Nocardioides sp001429555, 95.0, 78.92, 0.41; GCF_018388425.1, s__Nocardioides sp018388425, 95.0, 78.92, 0.38; GCF_009823805.1, s__Nocardioides sp009823805, 95.0, 78.91, 0.47; GCF_900112345.1, s__Nocardioides terrae, 95.0, 78.87, 0.42; GCF_001426745.1, s__Nocardioides sp001426745, 95.0, 78.87, 0.46; GCF_003194625.1, s__Nocardioides solisilvae, 95.0, 78.87, 0.39; GCF_003076135.1, s__Nocardioides gansuensis, 95.0, 78.85, 0.42; GCF_015319165.1, s__Nocardioides acrostichi, 95.0, 78.84, 0.4; GCA_002729525.1, s__Nocardioides sp002729525, 95.0, 78.8, 0.44; GCF_015352445.1, s__Nocardioides agariphilus, 95.0, 78.79, 0.46; GCA_016462705.1, s__Nocardioides sp016462705, 95.0, 78.77, 0.45; GCF_006494815.1, s__Nocardioides sambongensis, 95.0, 78.76, 0.4; GCA_009780515.1, s__Nocardioides sp009780515, 95.0, 78.72, 0.38; GCF_004683965.1, s__Nocardioides seonyuensis, 95.0, 78.69, 0.42; GCF_013408415.1, s__Nocardioides daedukensis, 95.0, 78.66, 0.36; GCF_011300215.1, s__Nocardioides piscis, 95.0, 78.63, 0.44; GCF_017916425.1, s__Nocardioides sp017916425, 95.0, 78.6, 0.43; GCF_013410655.1, s__Nocardioides thalensis, 95.0, 78.56, 0.43; GCF_000422825.1, s__Nocardioides insulae, 95.0, 78.55, 0.31; GCA_017354415.1, s__Nocardioides sp017354415, 95.0, 78.53, 0.37; GCF_008373765.1, s__Nocardioides antri, 95.0, 78.53, 0.43; GCF_003160695.1, s__Nocardioides silvaticus, 95.0, 78.53, 0.45; GCF_003600895.1, s__Nocardioides sp003600895, 95.0, 78.52, 0.3; GCF_013408525.1, s__Nocardioides aromaticivorans, 95.0, 78.5, 0.45; GCF_004803405.1, s__Nocardioides sp004803405, 95.0, 78.47, 0.36; GCF_004919105.1, s__Nocardioides sp004919105, 95.0, 78.42, 0.42; GCF_004912195.1, s__Nocardioides caeni, 95.0, 78.4, 0.43; GCF_010686755.1, s__Nocardioides zeae, 95.0, 78.36, 0.34; GCF_014873835.1, s__Nocardioides sp014873835, 95.0, 78.33, 0.35; GCF_004919085.1, s__Nocardioides sp004919085, 95.0, 78.31, 0.33; GCF_000364605.1, s__Nocardioides sp000364605, 95.0, 78.21, 0.31; GCA_008123405.1, s__Nocardioides sp008123405, 95.0, 78.19, 0.41; GCF_016827675.1, s__Nocardioides sp016827675, 95.0, 78.15, 0.34; GCF_000426525.1, s__Nocardioides alkalitolerans, 95.0, 78.09, 0.39; GCF_003194585.1, s__Nocardioides daejeonensis, 95.0, 78.06, 0.32	23.81	11	0.9369226896425014	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
15p_S15_bin.3	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	GCA_003152015.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	99.06	0.97	GCA_003152015.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	99.06	0.97	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003133325.1, s__Bog-756 sp003133325, 95.0, 94.64, 0.96; GCA_017883075.1, s__Bog-756 sp017883075, 95.0, 94.2, 0.83; GCA_017883065.1, s__Bog-756 sp017883065, 95.0, 78.62, 0.45; GCA_017883105.1, s__Bog-756 sp017883105, 95.0, 78.55, 0.26; GCA_003138855.1, s__Bog-756 sp003138855, 95.0, 78.37, 0.44; GCA_015478655.1, s__Bog-756 sp015478655, 95.0, 78.17, 0.45; GCA_017883135.1, s__Bog-756 sp017883135, 95.0, 78.13, 0.45; GCA_003153575.1, s__Bog-756 sp003153575, 95.0, 77.8, 0.38; GCA_003164095.1, s__Bog-756 sp003164095, 95.0, 77.62, 0.38; GCA_017883025.1, s__Bog-756 sp017883025, 95.0, 77.48, 0.3; GCA_903873395.1, s__Bog-756 sp903873395, 95.0, 77.39, 0.23; GCA_903849265.1, s__Bog-756 sp903849265, 95.0, 77.31, 0.28; GCA_903906055.1, s__Bog-756 sp903906055, 95.0, 77.28, 0.35; GCA_003164275.1, s__Bog-756 sp003164275, 95.0, 77.28, 0.29; GCA_903894295.1, s__Bog-756 sp903894295, 95.0, 77.28, 0.26; GCA_003157945.1, s__Bog-756 sp003157945, 95.0, 77.07, 0.23	22.5	11	N/A	N/A
15p_S15_bin.30	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	GCA_003152015.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	98.63	0.8	GCA_003152015.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	98.63	0.8	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003133325.1, s__Bog-756 sp003133325, 95.0, 94.3, 0.81; GCA_017883075.1, s__Bog-756 sp017883075, 95.0, 93.6, 0.7; GCA_003138855.1, s__Bog-756 sp003138855, 95.0, 78.71, 0.36; GCA_903906055.1, s__Bog-756 sp903906055, 95.0, 78.44, 0.17; GCA_017883105.1, s__Bog-756 sp017883105, 95.0, 78.34, 0.22; GCA_003153575.1, s__Bog-756 sp003153575, 95.0, 78.22, 0.21; GCA_015478655.1, s__Bog-756 sp015478655, 95.0, 78.16, 0.31; GCA_017883135.1, s__Bog-756 sp017883135, 95.0, 78.11, 0.33; GCA_017883065.1, s__Bog-756 sp017883065, 95.0, 78.1, 0.36; GCA_003157945.1, s__Bog-756 sp003157945, 95.0, 78.08, 0.13; GCA_003164095.1, s__Bog-756 sp003164095, 95.0, 77.86, 0.28; GCA_003164275.1, s__Bog-756 sp003164275, 95.0, 77.73, 0.19; GCA_903849265.1, s__Bog-756 sp903849265, 95.0, 77.71, 0.2; GCA_017883025.1, s__Bog-756 sp017883025, 95.0, 77.49, 0.22; GCA_903873395.1, s__Bog-756 sp903873395, 95.0, 77.25, 0.13; GCA_903894295.1, s__Bog-756 sp903894295, 95.0, 77.01, 0.17	16.7	11	N/A	N/A
15p_S15_bin.31	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.3%)
15p_S15_bin.32	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp017881585	GCA_017881585.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp017881585	98.07	0.8	GCA_017881585.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp017881585	98.07	0.8	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003171215.1, s__Fen-1231 sp003171215, 95.0, 93.13, 0.8; GCA_903910555.1, s__Fen-1231 sp903910555, 95.0, 81.19, 0.69; GCA_016194585.1, s__Fen-1231 sp016194585, 95.0, 79.34, 0.49; GCA_903876745.1, s__Fen-1231 sp903876745, 95.0, 78.65, 0.38; GCA_016874035.1, s__Fen-1231 sp016874035, 95.0, 77.81, 0.21; GCA_903882745.1, s__Fen-1231 sp903882745, 95.0, 77.6, 0.25; GCA_014192065.1, s__Fen-1231 sp014192065, 95.0, 77.25, 0.21	22.42	11	N/A	N/A
15p_S15_bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.1%)
15p_S15_bin.5	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	N/A	N/A	N/A	N/A	N/A	GCA_017882325.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__CAIXSE01 sp017882325	90.56	0.82	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_903862845.1, s__CAIXSE01 sp903862845, 95.0, 89.1, 0.81; GCA_903912585.1, s__CAIXSE01 sp903912585, 95.0, 83.44, 0.63; GCA_903927755.1, s__CAIXSE01 sp903927755, 95.0, 82.29, 0.71; GCA_903921965.1, s__CAIXSE01 sp903921965, 95.0, 81.81, 0.51; GCA_012719015.1, s__CAIXSE01 sp012719015, 95.0, 81.55, 0.46; GCA_012514235.1, s__CAIXSE01 sp012514235, 95.0, 81.42, 0.61	65.79	11	0.9701394472081073	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
15p_S15_bin.6	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.4%)
